Rk,Player,Nation,Pos,Squad,League,Age,MP,Min,GoalsPer90,GoalsPerShoot,PKGoals,PKAttempted,PKGoals%,Goals,OwnGoals,Assist,Pass,PassCompleted,PassComp%,PassGround,PassLow,PassHigh,PassDistanceYard,Cross,CrossCompleted,CrossComp%,TackleWon,TackleComm,TackleLost,TackleWon%,SuccDribble,Dribble,DribbleComp%,YellowCards,RedCards,FoulsComm,FoulsDrawn,AerWon,AerLost,AerWon%
2625,Jordan Tell,FRA,FW,Clermont Foot,Ligue 1,24,15,290,0.31,0.14,0,0,0.0,1,0,1,85,70,82.35,61,18,6,1045,1,0,0.0,3,6,3,50.0,1,5,20.0,1,0,3,3,7,8,46.7
2626,Nathan Tella,ENG,MFFW,Southampton,Premier League,22,14,804,0.0,0.0,0,0,0.0,0,0,1,181,112,61.88,117,22,42,1695,9,2,22.22,5,12,7,41.67,11,33,33.33,2,0,21,23,8,27,22.9
2627,Alex Telles,BRA,DF,Manchester Utd,Premier League,29,21,1660,0.0,0.0,0,0,0.0,0,0,4,1178,887,75.3,699,199,282,14415,63,6,9.52,27,48,21,56.25,12,20,60.0,1,0,26,16,31,22,58.33
2628,Cristian Tello,ESP,FWMF,Betis,La Liga,30,23,819,0.22,0.07,0,0,0.0,2,0,2,363,280,77.13,266,60,37,4503,14,4,28.57,8,15,7,53.33,12,26,46.15,2,0,13,6,5,7,41.67
2629,Nahuel Tenaglia,ARG,DF,Alavés,La Liga,26,14,1073,0.0,0.0,0,0,0.0,0,0,0,475,311,65.47,164,125,186,6052,16,2,12.5,23,39,16,58.97,9,12,75.0,2,0,11,9,29,26,52.81
2630,Marc Tenas,ESP,FWMF,Alavés,La Liga,20,3,54,0.0,0.0,0,0,0.0,0,0,0,24,16,66.67,15,3,6,225,2,0,0.0,1,2,1,50.0,1,1,100.0,2,0,3,1,2,2,50.0
2631,Marc-André ter Stegen,GER,GK,Barcelona,La Liga,30,35,3150,0.0,0.0,0,0,0.0,0,0,0,1281,1113,86.89,903,47,330,29785,0,0,0.0,0,0,0,0.0,2,2,100.0,3,0,0,7,0,0,0.0
2632,Filippo Terracciano,ITA,DF,Hellas Verona,Serie A,19,1,7,0.0,0.0,0,0,0.0,0,0,0,5,3,60.0,2,0,3,37,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,100.0
2633,Pietro Terracciano,ITA,GK,Fiorentina,Serie A,32,32,2862,0.0,0.0,0,0,0.0,0,0,0,1523,1218,79.97,878,79,566,36980,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,5,0,0,0.0
2634,Martin Terrier,FRA,FWMF,Rennes,Ligue 1,25,37,2779,0.68,0.22,2,2,100.0,21,0,3,980,785,80.1,726,132,122,12993,40,10,25.0,35,52,17,67.31,31,53,58.49,1,0,30,49,58,55,51.37
2635,Aleksa Terzi?,SRB,DF,Fiorentina,Serie A,22,14,274,0.0,0.0,0,0,0.0,0,0,1,242,201,83.06,159,38,45,3823,13,6,46.15,4,9,5,44.44,1,4,25.0,1,0,5,2,8,5,61.52
2636,Robert Tesche,GER,MF,Bochum,Bundesliga,35,11,349,0.0,0.0,0,0,0.0,0,0,0,170,145,85.29,124,18,28,2838,2,0,0.0,3,7,4,42.86,0,1,0.0,2,1,4,2,4,7,36.52
2637,Tanner Tessmann,USA,MF,Venezia,Serie A,20,20,680,0.0,0.0,0,0,0.0,0,0,0,222,166,74.77,153,19,50,3419,3,0,0.0,5,9,4,55.56,9,12,75.0,1,1,9,8,9,18,33.24
2638,Tetê,BRA,FWMF,Lyon,Ligue 1,22,9,583,0.31,0.12,0,0,0.0,2,0,5,237,188,79.32,185,15,37,3401,15,0,0.0,7,10,3,70.0,24,36,66.67,1,0,5,19,5,8,38.5
2639,Cedric Teuchert,GER,MFFW,Union Berlin,Bundesliga,25,6,105,0.0,0.0,0,0,0.0,0,0,0,30,20,66.67,24,5,1,365,1,0,0.0,1,4,3,25.0,0,4,0.0,0,0,1,1,2,2,50.0
2640,Arthur Theate,BEL,DF,Bologna,Serie A,22,31,2424,0.07,0.1,0,0,0.0,2,0,1,1477,1237,83.75,1135,103,239,24936,11,2,18.18,25,41,16,60.98,15,26,57.69,6,0,30,11,39,46,45.89
2641,Jan Thielmann,GER,MFFW,Köln,Bundesliga,20,29,1192,0.23,0.2,0,0,0.0,3,0,3,408,246,60.29,216,100,91,4675,35,12,34.29,18,35,17,51.43,17,33,51.52,6,0,12,11,18,37,32.69
2642,Sada Thioub,SEN,DF,Saint-Étienne,Ligue 1,26,17,950,0.0,0.0,0,0,0.0,0,0,1,527,409,77.61,332,100,95,6751,26,4,15.38,10,15,5,66.67,13,25,52.0,2,0,6,5,8,9,46.88
2643,Sada Thioub,SEN,MF,Angers,Ligue 1,26,1,3,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,100.0
2644,Luke Thomas,ENG,DF,Leicester City,Premier League,20,22,1912,0.0,0.0,0,0,0.0,0,0,1,1255,1007,80.24,774,276,207,16099,23,2,8.7,29,48,19,60.42,14,27,51.85,2,0,20,18,30,39,43.56
2645,Romain Thomas,FRA,DF,Angers,Ligue 1,33,30,2563,0.07,0.15,0,0,0.0,2,0,0,1684,1482,88.0,1308,118,260,34109,0,0,0.0,38,60,22,63.33,3,3,100.0,9,0,40,19,75,39,65.75
2646,Adrien Thomasson,FRA,MF,Strasbourg,Ligue 1,28,31,2389,0.3,0.17,0,0,0.0,8,0,4,1317,1018,77.3,975,181,162,17503,56,10,17.86,42,73,31,57.53,35,54,64.81,2,1,39,36,18,29,38.42
2647,Erik Thommy,GER,DFFW,Stuttgart,Bundesliga,27,11,274,0.0,0.0,0,0,0.0,0,0,0,120,88,73.33,77,20,23,1650,8,2,25.0,2,3,1,66.67,5,10,50.0,0,0,3,6,3,6,33.33
2648,Dominic Thompson,ENG,DF,Brentford,Premier League,21,2,146,0.0,0.0,0,0,0.0,0,0,0,41,21,51.22,23,8,10,338,1,0,0.0,1,3,2,33.33,0,1,0.0,0,0,1,1,1,2,33.51
2649,Morten Thorsby,NOR,MF,Sampdoria,Serie A,26,35,2943,0.09,0.12,0,0,0.0,3,0,1,1001,736,73.53,608,191,204,10690,2,0,0.0,29,50,21,58.0,5,12,41.67,10,0,87,45,192,157,55.01
2650,Thuler,BRA,DF,Montpellier,Ligue 1,23,16,855,0.0,0.0,0,0,0.0,0,0,0,332,279,84.04,247,38,47,5784,1,0,0.0,16,23,7,69.57,0,2,0.0,3,1,12,2,19,8,70.42
2651,Marcus Thuram,FRA,FWMF,M'Gladbach,Bundesliga,24,21,979,0.28,0.09,0,0,0.0,3,0,0,238,175,73.53,164,44,31,2740,14,2,14.29,12,18,6,66.67,21,40,52.5,2,0,11,26,30,39,43.44
2652,Khéphren Thuram-Ulie,FRA,MF,Nice,Ligue 1,21,36,1901,0.19,0.17,0,0,0.0,4,0,2,1142,990,86.69,924,86,130,18308,9,1,11.11,26,43,17,60.47,26,39,66.67,4,0,35,20,18,20,47.22
2653,Alexis Tibidi,FRA,FWMF,Stuttgart,Bundesliga,18,13,385,0.0,0.0,0,0,0.0,0,0,0,117,90,76.92,91,19,7,1348,2,0,0.0,3,8,5,37.5,4,5,80.0,1,0,12,12,6,8,42.94
2654,Cheikh Tidiane Sabaly,SEN,FWMF,Metz,Ligue 1,23,6,150,0.0,0.0,0,0,0.0,0,0,0,36,33,91.67,33,3,0,465,1,0,0.0,2,3,1,66.67,2,4,50.0,0,0,0,1,0,3,0.0
2655,Youri Tielemans,BEL,MF,Leicester City,Premier League,25,32,2631,0.21,0.07,2,2,100.0,6,0,4,1746,1437,82.3,1337,146,262,27112,24,6,25.0,49,67,18,73.13,17,28,60.71,3,0,53,50,30,27,52.82
2656,Kieran Tierney,SCO,DF,Arsenal,Premier League,24,22,1915,0.05,0.07,0,0,0.0,1,0,3,1163,903,77.64,705,202,258,17193,72,16,22.22,12,21,9,57.14,11,25,44.0,0,0,7,19,16,20,44.38
2657,Steffen Tigges,GER,FWMF,Dortmund,Bundesliga,23,9,112,2.5,0.75,0,0,0.0,3,0,0,43,24,55.81,29,11,3,384,2,0,0.0,2,5,3,40.0,0,2,0.0,0,0,1,1,8,9,47.07
2658,Malik Tillman,GER,FWMF,Bayern Munich,Bundesliga,20,4,104,0.0,0.0,0,0,0.0,0,0,0,40,31,77.5,32,6,2,464,0,0,0.0,1,2,1,50.0,0,5,0.0,0,0,4,1,3,2,59.95
2659,Timothy Tillman,GER,MF,Greuther Fürth,Bundesliga,23,29,2004,0.04,0.04,0,0,0.0,1,0,2,716,506,70.67,526,57,132,9217,21,2,9.52,25,52,27,48.08,38,69,55.07,3,0,39,41,11,33,24.87
2660,David Timor,ESP,MF,Getafe,La Liga,32,7,341,0.0,0.0,0,0,0.0,0,0,0,176,140,79.55,99,25,52,3092,1,0,0.0,0,1,1,0.0,2,3,66.67,2,0,4,2,8,9,47.1
2661,Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,22,36,3115,0.03,0.05,0,0,0.0,1,0,0,2394,2104,87.89,1927,131,338,45437,4,1,25.0,47,77,30,61.04,9,15,60.0,6,0,26,10,74,54,57.84
2662,Umut Tohumcu,GER,MF,Hoffenheim,Bundesliga,17,1,5,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0.0
2663,Karl Toko Ekambi,CMR,FW,Lyon,Ligue 1,29,30,2296,0.47,0.14,2,2,100.0,12,0,5,946,752,79.49,671,147,128,12110,56,16,28.57,6,14,8,42.86,47,95,49.47,3,0,18,16,32,25,56.05
2664,Corentin Tolisso,FRA,MF,Bayern Munich,Bundesliga,27,15,703,0.26,0.11,0,0,0.0,2,0,1,563,489,86.86,434,57,72,9339,6,0,0.0,10,15,5,66.67,1,2,50.0,0,0,17,7,18,11,62.1
2665,Jeremy Toljan,GER,DF,Sassuolo,Serie A,27,20,1399,0.0,0.0,0,0,0.0,0,0,1,856,755,88.2,574,192,90,12998,21,4,19.05,9,18,9,50.0,3,13,23.08,2,0,9,9,8,13,38.24
2666,Rafael Tolói,ITA,DF,Atalanta,Serie A,31,20,1438,0.06,0.09,0,0,0.0,1,0,1,941,786,83.53,653,126,162,16008,10,2,20.0,18,34,16,52.94,6,9,66.67,6,0,30,9,33,18,64.58
2667,Raúl de Tomás,ESP,FW,Espanyol,La Liga,27,34,2914,0.52,0.12,5,5,100.0,17,0,3,742,612,82.48,544,92,106,11172,29,5,17.24,6,17,11,35.29,45,73,61.64,7,2,41,64,34,55,38.18
2668,Tiago Tomás,POR,FW,Stuttgart,Bundesliga,19,14,1075,0.34,0.14,0,0,0.0,4,0,0,217,139,64.06,143,40,33,1927,18,1,5.56,4,6,2,66.67,13,39,33.33,2,0,8,30,10,32,23.8
2669,Takehiro Tomiyasu,JPN,DF,Bologna,Serie A,23,1,10,0.0,0.0,0,0,0.0,0,0,0,3,3,100.0,0,1,2,93,1,1,100.0,0,0,0,0.0,1,1,100.0,0,0,0,0,0,1,0.0
2670,Takehiro Tomiyasu,JPN,DF,Arsenal,Premier League,23,21,1679,0.0,0.0,0,0,0.0,0,0,1,1085,883,81.38,669,215,200,15671,27,13,48.15,17,38,21,44.74,7,15,46.67,2,0,20,14,57,51,52.77
2671,James Tomkins,ENG,DF,Crystal Palace,Premier League,33,8,547,0.16,0.25,0,0,0.0,1,0,0,314,276,87.9,240,17,57,6692,0,0,0.0,6,12,6,50.0,2,2,100.0,2,0,7,2,13,7,64.94
2672,Fikayo Tomori,ENG,DF,Milan,Serie A,24,31,2718,0.0,0.0,0,0,0.0,0,0,0,1697,1504,88.63,1371,102,223,32688,1,0,0.0,45,73,28,61.64,8,12,66.67,4,0,22,10,57,52,52.35
2673,Sandro Tonali,ITA,MF,Milan,Serie A,22,36,2600,0.17,0.13,0,0,0.0,5,0,2,1480,1208,81.62,1055,124,301,24961,36,7,19.44,37,50,13,74.0,32,47,68.09,9,0,54,60,16,18,47.01
2674,Lorenzo Tonelli,ITA,DF,Empoli,Serie A,32,14,870,0.0,0.0,0,0,0.0,0,1,0,550,465,84.55,380,58,112,10102,0,0,0.0,7,17,10,41.18,2,4,50.0,4,0,10,25,35,21,62.56
2675,Ivan Toney,ENG,FW,Brentford,Premier League,26,33,2909,0.37,0.08,5,5,100.0,12,0,5,778,459,59.0,384,210,184,6696,29,2,6.9,20,31,11,64.52,22,49,44.9,8,0,61,84,150,140,51.73
2676,Ernesto Torregrossa,ITA,FW,Sampdoria,Serie A,29,10,116,0.0,0.0,0,0,0.0,0,0,0,46,31,67.39,27,10,9,595,1,0,0.0,2,2,0,100.0,0,1,0.0,1,0,7,7,2,5,28.57
2677,Lucas Torreira,URU,MF,Fiorentina,Serie A,26,31,2195,0.2,0.17,0,0,0.0,5,0,1,1371,1203,87.75,981,170,222,25918,5,2,40.0,34,53,19,64.15,6,14,42.86,10,1,41,48,34,33,50.73
2678,Raúl Torrente,ESP,DF,Granada,La Liga,21,18,1282,0.0,0.0,0,0,0.0,0,0,0,604,444,73.51,385,52,166,10421,2,0,0.0,21,38,17,55.26,0,0,0.0,5,0,24,12,27,30,47.38
2679,Ferrán Torres,ESP,FW,Manchester City,Premier League,22,4,303,0.59,0.15,0,0,0.0,2,0,1,72,55,76.39,55,14,3,834,2,0,0.0,1,1,0,100.0,4,5,80.0,0,0,1,1,1,3,24.79
2680,Ferrán Torres,ESP,FW,Barcelona,La Liga,22,18,1412,0.25,0.06,1,1,100.0,4,0,4,587,495,84.33,469,67,50,7698,16,1,6.25,5,9,4,55.56,13,39,33.33,1,0,13,23,13,26,33.33
2681,Óliver Torres,ESP,MFFW,Sevilla,La Liga,27,26,1008,0.18,0.14,0,0,0.0,2,0,3,646,521,80.65,444,55,147,10693,18,3,16.67,11,20,9,55.0,13,22,59.09,2,0,23,17,4,21,16.07
2682,Pau Torres,ESP,DF,Villarreal,La Liga,25,33,2855,0.16,0.2,0,0,0.0,5,0,1,1991,1715,86.14,1490,114,387,39784,2,0,0.0,14,28,14,50.0,30,36,83.33,5,0,19,17,75,42,64.23
2683,Roberto Torres,ESP,MFFW,Osasuna,La Liga,33,28,809,0.22,0.0,2,2,100.0,2,0,2,437,272,62.24,217,78,142,5650,36,5,13.89,3,6,3,50.0,5,9,55.56,3,0,9,12,5,15,25.11
2684,Lucas Torró,ESP,MF,Osasuna,La Liga,27,33,2725,0.03,0.03,0,0,0.0,1,1,0,1257,985,78.36,824,160,272,17547,6,1,16.67,52,84,32,61.9,16,23,69.57,10,0,65,52,152,78,66.14
2685,Jordan Torunarigha,GER,DF,Hertha BSC,Bundesliga,24,7,483,0.0,0.0,0,0,0.0,0,0,1,236,194,82.2,174,23,39,4443,1,0,0.0,2,4,2,50.0,3,5,60.0,1,0,4,5,16,5,76.09
2686,Cenk Tosun,TUR,FW,Everton,Premier League,30,1,7,0.0,0.0,0,0,0.0,0,0,0,2,2,100.0,1,1,0,37,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0.0
2687,Abdoulaye Touré,FRA,MF,Genoa,Serie A,28,8,430,0.0,0.0,0,0,0.0,0,0,0,173,137,79.19,124,23,26,2207,1,0,0.0,5,8,3,62.5,7,10,70.0,1,0,4,9,6,8,42.81
2688,Almamy Touré,MLI,DF,Eint Frankfurt,Bundesliga,26,10,506,0.0,0.0,0,0,0.0,0,0,0,227,166,73.13,122,55,50,2777,4,0,0.0,10,15,5,66.67,2,7,28.57,2,0,8,2,10,18,35.8
2689,Lucas Tousart,FRA,MF,Hertha BSC,Bundesliga,25,30,1962,0.09,0.08,0,0,0.0,2,0,0,735,543,73.88,467,105,164,10501,8,2,25.0,32,50,18,64.0,15,31,48.39,3,0,35,27,49,51,49.02
2690,Yoann Touzghar,TUN,FW,Troyes,Ligue 1,35,28,1457,0.25,0.15,0,0,0.0,4,0,0,306,241,78.76,222,62,22,3504,8,0,0.0,5,5,0,100.0,4,9,44.44,0,0,7,22,19,42,31.12
2691,Andros Townsend,ENG,MF,Everton,Premier League,30,21,1455,0.19,0.1,1,1,100.0,3,0,2,488,342,70.08,287,59,141,5949,56,13,23.21,15,29,14,51.72,24,43,55.81,3,0,10,44,5,22,18.56
2692,Adama Traoré,ESP,FWDF,Barcelona,La Liga,26,11,382,0.0,0.0,0,0,0.0,0,0,2,172,123,71.51,107,25,40,2029,35,8,22.86,0,3,3,0.0,20,28,71.43,0,0,8,10,3,3,50.0
2693,Adama Traoré,ESP,FW,Wolves,Premier League,26,20,1067,0.08,0.04,0,0,0.0,1,0,0,328,245,74.7,231,41,57,4223,28,7,25.0,9,12,3,75.0,61,84,72.62,0,0,13,40,12,26,31.66
2694,Amadou Traore,FRA,FW,Bordeaux,Ligue 1,20,1,19,0.0,0.0,0,0,0.0,0,0,0,4,2,50.0,2,2,0,32,0,0,0.0,0,0,0,0.0,0,1,0.0,0,0,1,0,0,0,0.0
2695,Bertrand Traoré,BFA,MFFW,Aston Villa,Premier League,26,9,220,0.0,0.0,0,0,0.0,0,0,0,83,62,74.7,56,12,15,1115,6,0,0.0,0,2,2,0.0,10,21,47.62,0,0,0,4,5,7,41.6
2696,Boubacar Traoré,MLI,MF,Metz,Ligue 1,20,27,1726,0.05,0.05,0,0,0.0,1,0,1,745,622,83.49,591,60,93,12870,1,0,0.0,40,55,15,72.73,25,39,64.1,9,1,59,20,19,10,65.56
2697,Charles Traore,MLI,DF,Nantes,Ligue 1,30,16,718,0.0,0.0,0,0,0.0,0,0,0,419,337,80.43,255,81,83,6273,4,0,0.0,16,27,11,59.26,4,8,50.0,3,0,23,7,12,10,54.55
2698,Hamari Traoré,MLI,DF,Rennes,Ligue 1,30,33,2890,0.09,0.1,0,0,0.0,3,1,10,2176,1830,84.1,1470,398,309,35904,64,13,20.31,32,62,30,51.61,9,23,39.13,4,0,46,29,46,48,48.81
2699,Ismaël Traoré,CIV,DF,Angers,Ligue 1,35,37,3215,0.11,0.15,0,0,0.0,4,0,1,1724,1557,90.31,1442,112,168,35532,6,1,16.67,23,31,8,74.19,8,10,80.0,1,0,15,6,53,38,58.27
2700,Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,31,32,2880,0.0,0.0,0,0,0.0,0,0,0,1245,813,65.3,586,27,634,23322,0,0,0.0,0,0,0,0.0,0,0,0.0,2,0,0,4,0,0,0.0
2701,Miguel Trauco,PER,DF,Saint-Étienne,Ligue 1,29,17,1112,0.08,0.1,0,0,0.0,1,0,0,712,525,73.74,398,153,162,9289,30,5,16.67,17,29,12,58.62,6,11,54.55,3,0,9,8,14,18,43.8
2702,Óscar Trejo,ARG,MF,Rayo Vallecano,La Liga,34,32,2007,0.13,0.0,3,3,100.0,3,0,9,1032,794,76.94,718,104,211,13915,41,4,9.76,31,43,12,72.09,62,109,56.88,13,0,64,83,27,42,39.16
2703,Trézéguet,EGY,FW,Aston Villa,Premier League,27,1,11,0.0,0.0,0,0,0.0,0,0,0,6,6,100.0,5,0,1,97,0,0,0.0,0,0,0,0.0,1,1,100.0,0,0,0,0,0,0,0.0
2704,Manu Trigueros,ESP,MFFW,Villarreal,La Liga,30,35,2178,0.25,0.15,0,0,0.0,6,0,4,1229,987,80.31,893,159,177,17712,14,3,21.43,26,43,17,60.47,11,18,61.11,3,0,59,50,23,37,38.31
2705,Simone Trimboli,ITA,MF,Sampdoria,Serie A,20,5,65,0.0,0.0,0,0,0.0,0,0,0,51,45,88.24,43,2,6,766,0,0,0.0,3,3,0,100.0,0,0,0.0,1,0,2,0,1,1,50.0
2706,Christopher Trimmel,AUT,DF,Union Berlin,Bundesliga,35,25,1990,0.09,0.1,0,0,0.0,2,0,0,1145,778,67.95,506,296,343,15216,71,16,22.54,24,51,27,47.06,10,25,40.0,5,0,27,7,44,23,65.68
2707,Francisco Trincão,POR,FWMF,Wolves,Premier League,22,28,1336,0.14,0.06,0,0,0.0,2,0,1,457,354,77.46,336,48,74,5919,24,5,20.83,15,29,14,51.72,44,92,47.83,0,0,16,23,5,20,20.12
2708,Kieran Trippier,ENG,DF,Newcastle Utd,Premier League,31,6,429,0.42,1.0,0,0,0.0,2,0,0,276,190,68.84,104,63,109,3993,11,0,0.0,13,21,8,61.9,1,2,50.0,0,0,5,3,12,5,70.62
2709,Kieran Trippier,ENG,DF,Atlético Madrid,La Liga,31,15,976,0.0,0.0,0,0,0.0,0,0,0,773,612,79.17,397,198,178,12117,27,4,14.81,13,26,13,50.0,5,14,35.71,1,0,16,6,33,15,68.76
2710,William Troost-Ekong,NGA,DF,Watford,Premier League,28,17,1390,0.0,0.0,0,0,0.0,0,0,0,557,440,78.99,356,41,160,11533,1,0,0.0,10,17,7,58.82,1,2,50.0,3,0,17,1,32,17,65.41
2711,Leandro Trossard,BEL,FWMF,Brighton,Premier League,27,34,2805,0.26,0.1,1,1,100.0,8,0,3,1182,914,77.33,821,175,184,16084,62,7,11.29,24,37,13,64.86,59,78,75.64,2,0,28,39,10,32,23.7
2712,Adrien Truffert,FRA,DF,Rennes,Ligue 1,20,30,1639,0.16,0.15,0,0,0.0,3,0,2,1167,957,82.01,799,209,159,16225,36,11,30.56,17,32,15,53.12,16,27,59.26,4,0,28,21,19,31,37.96
2713,Philipp Tschauner,GER,GK,RB Leipzig,Bundesliga,36,1,3,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0
2714,Kostas Tsimikas,GRE,DF,Liverpool,Premier League,26,13,877,0.0,0.0,0,0,0.0,0,0,2,698,512,73.35,392,137,169,9298,57,9,15.79,10,20,10,50.0,9,15,60.0,3,0,22,8,10,11,47.69
2715,Axel Tuanzebe,ENG,DF,Aston Villa,Premier League,24,9,508,0.0,0.0,0,0,0.0,0,0,0,227,197,86.78,177,22,28,4287,1,0,0.0,6,8,2,75.0,0,0,0.0,1,0,5,3,12,11,52.2
2716,Axel Tuanzebe,ENG,DF,Napoli,Serie A,24,1,11,0.0,0.0,0,0,0.0,0,0,0,4,4,100.0,4,0,0,82,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0.0
2717,Ozan Tufan,TUR,MF,Watford,Premier League,27,7,334,0.0,0.0,0,0,0.0,0,0,0,122,85,69.67,75,23,24,1564,3,0,0.0,2,4,2,50.0,2,3,66.67,0,0,9,0,4,9,30.77
2718,Beñat Turrientes,ESP,MF,Real Sociedad,La Liga,20,8,207,0.0,0.0,0,0,0.0,0,0,0,94,81,86.17,72,11,11,1461,1,0,0.0,1,2,1,50.0,8,10,80.0,1,0,3,4,0,3,0.0
2719,Tuta,BRA,DF,Eint Frankfurt,Bundesliga,22,26,2183,0.16,0.27,0,0,0.0,4,0,0,1351,1089,80.61,919,140,294,24264,8,2,25.0,33,59,26,55.93,14,17,82.35,4,1,37,13,65,44,59.6
2720,Christos Tzolis,GRE,FWMF,Norwich City,Premier League,20,14,336,0.0,0.0,0,0,0.0,0,0,0,102,75,73.53,71,21,10,1283,9,1,11.11,2,6,4,33.33,0,4,0.0,0,0,3,5,4,18,18.18
2721,Iyenoma Udogie,ITA,DF,Udinese,Serie A,19,35,2477,0.18,0.18,0,0,0.0,5,0,3,910,732,80.44,638,153,120,10681,17,4,23.53,50,75,25,66.67,33,61,54.1,4,0,39,36,31,30,50.9
2722,Matthieu Udol,FRA,DF,Metz,Ligue 1,26,12,1007,0.09,0.2,0,0,0.0,1,0,0,492,380,77.24,323,72,97,7058,14,1,7.14,23,33,10,69.7,7,12,58.33,0,0,3,6,20,12,62.59
2723,Ike Ugbo,CAN,FW,Troyes,Ligue 1,23,14,814,0.56,0.27,1,1,100.0,5,0,0,134,109,81.34,104,21,9,1392,0,0,0.0,1,2,1,50.0,3,11,27.27,0,0,13,16,8,31,20.55
2724,Chimuanya Ugochukwu,FRA,MF,Rennes,Ligue 1,18,18,405,0.22,0.25,0,0,0.0,1,0,0,225,198,88.0,184,18,23,3818,1,0,0.0,4,12,8,33.33,2,3,66.67,2,0,16,3,3,6,33.5
2725,Hwang Ui-jo,KOR,FW,Bordeaux,Ligue 1,29,32,2508,0.39,0.2,0,0,0.0,11,0,2,416,324,77.88,307,51,58,5103,22,5,22.73,4,7,3,57.14,13,37,35.14,3,0,17,25,15,50,23.18
2726,Anthony Ujah,NGA,FWMF,Union Berlin,Bundesliga,31,3,35,0.0,0.0,0,0,0.0,0,0,0,9,5,55.56,6,3,0,71,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,4,1,1,1,50.0
2727,Maximilian Ullmann,AUT,DF,Venezia,Serie A,25,5,246,0.0,0.0,0,0,0.0,0,0,0,65,45,69.23,33,14,18,781,3,0,0.0,0,0,0,0.0,1,2,50.0,0,0,2,1,1,7,12.5
2728,Sven Ulreich,GER,GK,Bayern Munich,Bundesliga,33,6,540,0.0,0.0,0,0,0.0,0,0,0,236,200,84.75,172,3,61,4490,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0.0
2729,Samuel Umtiti,FRA,DF,Barcelona,La Liga,28,1,90,0.0,0.0,0,0,0.0,0,0,0,50,42,84.0,34,4,12,898,0,0,0.0,2,2,0,100.0,0,0,0.0,1,0,0,1,2,3,40.0
2730,Enes Ünal,TUR,FW,Getafe,La Liga,25,37,2798,0.51,0.17,2,4,50.0,16,0,1,659,420,63.73,339,160,162,5884,13,3,23.08,18,34,16,52.94,18,51,35.29,8,0,86,81,171,225,43.21
2731,Cengiz Ünder,TUR,FWMF,Marseille,Ligue 1,24,32,2200,0.41,0.16,1,1,100.0,10,0,2,956,712,74.48,676,123,159,12773,70,10,14.29,12,23,11,52.17,24,57,42.11,2,1,12,35,11,13,45.92
2732,Dayot Upamecano,FRA,DF,Bayern Munich,Bundesliga,23,28,2211,0.04,0.1,0,0,0.0,1,0,6,2263,2049,90.54,1840,162,261,45958,4,0,0.0,33,58,25,56.9,10,11,90.91,4,0,33,14,74,51,59.25
2733,Benjamin Uphoff,GER,GK,Freiburg,Bundesliga,28,2,180,0.0,0.0,0,0,0.0,0,0,0,90,63,70.0,32,7,51,2345,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0
2734,Kacper Urbanski,POL,MF,Bologna,Serie A,17,1,45,0.0,0.0,0,0,0.0,0,0,0,26,20,76.92,15,5,6,316,1,0,0.0,2,2,0,100.0,0,1,0.0,0,0,2,0,0,2,0.0
2735,Jere Uronen,FIN,DF,Brest,Ligue 1,27,15,878,0.0,0.0,0,0,0.0,0,0,0,451,366,81.15,255,98,98,6688,12,3,25.0,22,30,8,73.33,4,7,57.14,0,0,5,11,13,6,68.56
2736,Mark Uth,GER,MFFW,Köln,Bundesliga,30,30,2025,0.22,0.07,0,0,0.0,5,0,8,747,511,68.41,423,149,177,10656,44,12,27.27,21,40,19,52.5,29,73,39.73,3,0,37,55,20,40,33.33
2737,Myrto Uzuni,ALB,MFFW,Granada,La Liga,26,15,856,0.11,0.09,0,0,0.0,1,0,1,214,147,68.69,132,42,40,2218,10,1,10.0,9,13,4,69.23,7,21,33.33,4,0,16,13,7,23,23.42
2738,Antonio Vacca,ITA,MF,Venezia,Serie A,32,21,1064,0.0,0.0,0,0,0.0,0,0,0,690,597,86.52,491,76,123,12706,1,0,0.0,22,34,12,64.71,10,17,58.82,5,0,24,9,7,14,33.15
2739,Álvaro Vadillo,ESP,MFDF,Espanyol,La Liga,27,3,7,0.0,0.0,0,0,0.0,0,0,0,11,7,63.64,6,1,4,117,0,0,0.0,0,1,1,0.0,0,0,0.0,1,0,1,1,1,0,100.0
